District,School,City,Grade Level,Expenditures Per Pupil
RED LAKE COUNTY CENTRAL PUBLIC SCHOOL,RED LAKE COUNTY CENTRAL HIGH School,OKLEE,High,"16,245.00"
RED LAKE COUNTY CENTRAL PUBLIC SCHOOL,RLCC ELEMENTARY AT OKLEE,OKLEE,Prekindergarten,"391,985.00"
RED LAKE FALLS PUBLIC SCHOOL DIST.,,RED LAKE FALLS,,"13,238.00"
RED LAKE FALLS PUBLIC SCHOOL DIST.,J.A. HUGHES ELEMENTARY,RED LAKE FALLS,Elementary,"11,033.00"
RED LAKE FALLS PUBLIC SCHOOL DIST.,LAFAYETTE SECONDARY,RED LAKE FALLS,High,"16,132.00"
RED LAKE PUBLIC SCHOOL DISTRICT,,RED LAKE,,"23,565.00"
RED LAKE PUBLIC SCHOOL DISTRICT,PONEMAH ELEMENTARY,PONEMAH,Elementary,"26,064.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE ALTERNATIVE LEARNING,RED LAKE,High,"11,994.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE EARLY CHILDHOOD CENTER,RED LAKE,Elementary,"25,024.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE EC SPECIAL EDUCATION EXT,RED LAKE,Prekindergarten,"7,967.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE ELEMENTARY,RED LAKE,Elementary,"22,794.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE JUVENILE DETENTION FACLTY,RED LAKE,High,"37,304.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE MIDDLE LEVEL ALC,RED LAKE,Middle,"21,973.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE MIDDLE School,RED LAKE,Middle,"21,819.00"
RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE SECONDARY,RED LAKE,High,"36,026.00"
RED ROCK CENTRAL SCHOOL DISTRICT,,LAMBERTON,,"11,826.00"
RED ROCK CENTRAL SCHOOL DISTRICT,RED ROCK CENTRAL ELEMENTARY,LAMBERTON,Elementary,"13,210.00"
RED ROCK CENTRAL SCHOOL DISTRICT,RED ROCK CENTRAL SECONDARY,LAMBERTON,High,"11,444.00"
RED WING PUBLIC SCHOOL DISTRICT,,RED WING,,"12,179.00"
RED WING PUBLIC SCHOOL DISTRICT,BURNSIDE ELEMENTARY.,RED WING,Elementary,"11,502.00"
RED WING PUBLIC SCHOOL DISTRICT,COLVILL FAMILY EDUCATION CENTER,RED WING,Prekindergarten,"22,477.00"
RED WING PUBLIC SCHOOL DISTRICT,RED WING SENIOR HIGH,RED WING,High,"12,420.00"
RED WING PUBLIC SCHOOL DISTRICT,SUNNYSIDE ELEMENTARY,RED WING,Elementary,"12,719.00"
RED WING PUBLIC SCHOOL DISTRICT,TWIN BLUFF MIDDLE School,RED WING,Middle,"11,613.00"
REDWOOD AREA SCHOOL DISTRICT,,REDWOOD FALLS,,"12,459.00"
REDWOOD AREA SCHOOL DISTRICT,REDWOOD VALLEY ALTERNATIVE,REDWOOD FALLS,High,"31,654.00"
REDWOOD AREA SCHOOL DISTRICT,REDWOOD VALLEY MIDDLE,REDWOOD FALLS,Middle,"11,692.00"
REDWOOD AREA SCHOOL DISTRICT,REDWOOD VALLEY SENIOR HIGH,REDWOOD FALLS,High,"14,300.00"
REDWOOD AREA SCHOOL DISTRICT,REEDE GRAY ELEMENTARY,REDWOOD FALLS,Elementary,"11,770.00"
RENVILLE COUNTY WEST SCHOOL DIST.,,RENVILLE,,"13,678.00"
RENVILLE COUNTY WEST SCHOOL DIST.,RENVILLE COUNTY WEST ELEMENTARY,RENVILLE,Elementary,"12,501.00"
RENVILLE COUNTY WEST SCHOOL DIST.,RENVILLE COUNTY WEST SENIOR HIGH,RENVILLE,High,"14,851.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,,RICHFIELD,,"14,805.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,CENTENNIAL ELEMENTARY,RICHFIELD,Elementary,"15,948.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,CENTRAL EDUCATION CENTER,RICHFIELD,Prekindergarten,"5,746.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,CENTRAL EDUCATION CENTER-ADDED,RICHFIELD,Prekindergarten,"4,930.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,RICHFIELD COLLEGE EXPERIENCE PRG,BLOOMINGTON,High,"14,418.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,RICHFIELD DUAL LANGUAGE School,RICHFIELD,Elementary,"13,730.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,RICHFIELD MIDDLE,RICHFIELD,Middle,"14,959.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,RICHFIELD SENIOR HIGH,RICHFIELD,High,"16,095.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,RICHFIELD STEM School,RICHFIELD,Elementary,"15,817.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,SECONDARY SPECIAL EDUCATION,RICHFIELD,High,"6,395.00"
RICHFIELD PUBLIC SCHOOL DISTRICT,SHERIDAN HILLS ELEMENTARY,RICHFIELD,Elementary,"15,782.00"
RIDGEWAY COMMUNITY SCHOOL,,HOUSTON,,"10,347.00"
RIDGEWAY COMMUNITY SCHOOL,RIDGEWAY COMMUNITY School,HOUSTON,Elementary,"10,347.00"
RIVERS EDGE ACADEMY,,SAINT PAUL,,"24,879.00"
RIVERS EDGE ACADEMY,RIVERS EDGE ACADEMY,SAINT PAUL,High,"24,879.00"
RIVERWAY LEARNING COMMUNITY CHTR,,WINONA,,"13,014.00"
RIVERWAY LEARNING COMMUNITY CHTR,RIVERWAY LEARNING COMMUNITY CHARTER,WINONA,Elementary,"12,919.00"
RIVERWAY LEARNING COMMUNITY CHTR,RIVERWAY SECONDARY,WINONA,High,"13,126.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,,NEW HOPE,,"13,940.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ADULT ACADEMICS,CRYTSAL,High,"59,331.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ARMSTRONG CREDIT RECOVERY,PLYMOUTH,High,"22,668.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD SPECIAL EDUCATION,NEW HOPE,Elementary,"5,668.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,FAIR School PILGRIM LANE,PLYMOUTH,Elementary,"14,192.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,FOREST ELEMENTARY,CRYSTAL,Elementary,"14,665.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,HIGHVIEW ALC,GOLDEN VALLEY,High,"15,328.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,HIGHVIEW INDEPENDENT STUDY,GOLDEN VALLEY,High,"5,668.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,LAKEVIEW ELEMENTARY,ROBBINSDALE,Elementary,"15,375.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,MEADOW LAKE ELEMENTARY,NEW HOPE,Elementary,"15,533.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,NEILL ELEMENTARY,CRYSTAL,Elementary,"15,287.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,NOBLE ELEMENTARY,GOLDEN VALLEY,Elementary,"16,084.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,NORTHPORT ELEMENTARY,BROOKLYN CENTER,Elementary,"15,318.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,PHOENIX School,PLYMOUTH,High,"15,079.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,PLYMOUTH MIDDLE,PLYMOUTH,Middle,"12,939.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,RIVERSIDE,CRYSTAL,High,"8,576.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE ACADEMIC SUMMER PROGRAM,NEW HOPE,High,"8,340.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE ARMSTRONG SENIOR HIGH,PLYMOUTH,High,"12,963.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE COOPER SENIOR HIGH,NEW HOPE,High,"13,272.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE MIDDLE,ROBBINSDALE,Middle,"14,315.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE SHARED TIME PROG.,NEW HOPE,Other,"5,668.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE SPANISH IMMERSION EL.,NEW HOPE,Elementary,"11,801.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE TASC ALC,GOLDEN VALLEY,High,"121,538.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ROBBINSDALE TRANSITION CENTER,CRYSTAL,High,"5,716.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,SANDBURG MIDDLE School,GOLDEN VALLEY,Middle,"13,400.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,School OF ENGINEERING-ARTS AT OLSON,GOLDEN VALLEY,Elementary,"13,503.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,SONNESYN ELEMENTARY,NEW HOPE,Elementary,"13,985.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,THE FAIR School - CRYSTAL,CRYSTAL,Middle,"15,778.00"
ROBBINSDALE PUBLIC SCHOOL DISTRICT,ZACHARY LANE ELEMENTARY,PLYMOUTH,Elementary,"17,585.00"
ROCHESTER BEACON ACADEMY,,ROCHESTER,,"20,456.00"
ROCHESTER BEACON ACADEMY,ROCHESTER BEACON ACADEMY,ROCHESTER,High,"20,456.00"
ROCHESTER MATH AND SCIENCE ACADEMY,,ROCHESTER,,"17,173.00"
ROCHESTER MATH AND SCIENCE ACADEMY,ROCHESTER MATH AND SCIENCE ACADEMY,ROCHESTER,Elementary,"17,173.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,,ROCHESTER,,"12,885.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,ALC SUMMER CREDIT RECOVERY,ROCHESTER,High,"9,604.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,BAMBER VALLEY ELEMENTARY,ROCHESTER,Elementary,"11,066.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,BISHOP ELEMENTARY,ROCHESTER,Elementary,"12,598.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,CARE & TREATMENT HOSPITAL/HOMEBOUND,ROCHESTER,Other,"41,497.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,CARE & TREATMENT JDC/VON WALD,ROCHESTER,High,"15,298.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,CENTURY SENIOR HIGH,ROCHESTER,High,"12,712.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,CHURCHILL ELEMENTARY,ROCHESTER,Elementary,"11,939.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,CREDIT RECOVERY,ROCHESTER,High,"9,582.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD ASSESSMENT,ROCHESTER,Prekindergarten,"4,032.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD INTERVENTION,ROCHESTER,Prekindergarten,"5,284.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD YEAR ROUND,ROCHESTER,Elementary,"4,032.00"
ROCHESTER PUBLIC SCHOOL DISTRICT,ECSE COMMUNITY,ROCHESTER,Prekindergarten,"4,032.00"
